,tweet,existence,existence.confidence
1425,treat climat chang curabl diseas viigo,Yes,1.0
4182,these peopl certifi insan there freak global warm crank fonda,No,1.0
143,higher temperatur level global warm kuala lumpur malaysia averag temperatur risen,Yes,1.0
6084,climb august weather first unbeliev chalk global warm,Yes,1.0
424,sign earthday petit action climat chang,Yes,1.0
5783,climat chang debat climatologist weather meteorologist televis weather forecast doubt global cmitva,No,0.6452
4093,demand clean energi fight climat chang thisisourmo bwdupu,Yes,1.0
4161,white roof battl global warm nytim climatechang architectur,Yes,0.6809
502,climat chang climat chang consequ,Yes,1.0
304,larri brilliant tedxvolcano fight scienc singl import thing climat chang socent green,Yes,1.0
2257,speak global warm palac theater earth fight oohja,Yes,0.6863
1068,expens provis governor global warm forc remain substitut amend,Neutral,1.0
600,scienc scientist explor evolut climat chang,Neutral,0.8008
3335,brilliant vagina monologu creator tell palin earthquak tsunami global warm proof,Yes,0.6818
5645,water resourc manag climat chang system major state krishna bnsrqo,Neutral,0.6595
2107,letter global warm dilemma fifti year teach preach global warm oohja,Yes,0.6495
4301,longer trust pseudo scientif result global warm seriou research level river hydrolog,No,0.6818
3399,indigen peopl mine climat chang confer,Yes,0.6299
3261,brand point call climat chao instead climat chang global warm mighta better snoma,Neutral,0.6944
1323,environ climat chang someth simpl remind comput user power workin duqak,Yes,1.0
2858,climat chang skeptic climat scienc humanitarian retwt,Neutral,0.5559
774,climat drop monday await senat climat chang broker senat,Neutral,0.7989
1693,announc princip gracer moder panel climat chang,Neutral,0.6534
5162,feder agenc deni endang speci protect climat chang might hurt oohja,Yes,1.0
2093,dissect overpopul number popul where global warm caus,Yes,1.0
5539,volcano could cool climat chang msnbc retwt,Yes,1.0
2293,climat chang activist bolivia prepar differ summit bolivia,Neutral,0.6769
1376,obama china climat chang,Yes,1.0
3692,state repres claim climat chang conspiraci aim popul control,No,1.0
2864,winter arctic blast prove climat chang global warm,Yes,1.0
4952,david gershon empow climat chang movement instead curs light candl duiycm,Yes,1.0
1685,virginia governor believ global warm paltalknewsnetwork virginia northrupgrumman,Neutral,1.0
4455,global warm archiv climateg global warm jone vindic solid culhfn,Yes,0.7032
4469,movement suspend california global warm gather steam margot roosevelt angel time publi,Neutral,0.6699
1027,california global warm money campaign delay,Neutral,1.0
5175,wonder go stuck expect where global warm,No,0.6549
2057,volcan traffic stopper climat health hazard unless chang amount,Neutral,1.0
5421,stupid global warm pervert explain georg drive suppos,No,0.6905
3860,misread poll play hand climat chang denier wdznj,Yes,0.7018
1013,fish other creation sunday sermon christian global warm,Neutral,0.7864
593,iceland volcano unlik global warm scientist,Yes,1.0
5336,chanc climat chang legisl christian scienc monitor retwt,Neutral,0.6990000000000001
547,chang happen seri citi climat chang worldnew,Yes,1.0
3165,global warm activist snowmageddon result warm moistur ask syracus repli,No,0.7162
85,cuccinelli file motion forc reopen global warm find virginia attorney gener cuccinelli,Neutral,0.7723
2672,drspencer illus sensit climat system global warm climat chang civrt,No,0.6920000000000001
1413,itali programm scienc manag climat chang programm scienc manag,Neutral,0.6326
2791,weather guess global warm vacat right,No,1.0
3241,accuraci msnbc ratigan claim global warm caus snowpocalyps msnbc dylab ratigan host bgslzj,No,0.6384
4935,protein might fight global warm denton texa univers north texa scientist oohja,Yes,1.0
1645,scientif commun scame global green warm,No,0.9279
1605,fight global warm effect global warm effectsofglobalwarm think,Yes,1.0
5682,check climat interest collabor dedic report climat chang,Yes,0.6742
2797,those demand believ islam religion peac demand believ anthropagen global warm,No,1.0
1583,effect global warm youtub effect global warm stat today nkrqf,Yes,0.7597
498,slideshow alaska befor effect global warm,Yes,1.0
3966,palin global warm bunch snake scienc newser,No,0.6975
460,cloth industri start global warm first place chouinard patagonia fortunegreen,Yes,1.0
3634,great global warm collaps tinyurl,No,0.6769
4262,washington take global warm think climat climateg joke,No,1.0
5825,trade parent group minnesotan global warm,Neutral,0.6745
245,ethiopia climat chang increas poverti vulner,Yes,1.0
4836,ballyhoo climat chang chief face sever backlash nytim scienc earth climat,Neutral,1.0
1542,biologist link earli bloom global warm research plant central wisconsin flower,Yes,1.0
5195,predict futur climat chang sediment scienc research,Yes,1.0
345,forest conserv partnership climat chang leav group indigen popul,Neutral,0.6058
4444,environ offici defend conclus landmark climat chang report,Neutral,0.49200000000000005
1133,serious climat chang mean industri,Yes,1.0
3232,definit white picket apocolypt weather ef global warm,Yes,1.0
3401,think disprov climat chang idiot,Yes,1.0
5608,senat prepar compromis climat chang,Neutral,1.0
740,legisl steamrol kathryn lopez april bloomberg immigr climat chang legisl,Neutral,1.0
4977,great global warm collaps globe,Yes,0.6519
3772,argu error climateg weaken human caus climat chang show exploit ignor scientif method,Neutral,0.6913
5233,climat chang amazon rainforest cvzrva,Yes,1.0
3845,check chang climat chang world contest video leav comment,Yes,0.6544
440,report claim climat chang blame increas allergi,Yes,0.8039
4863,lead address poverti societi climat chang thank cbzlku,Yes,1.0
26,global climat chang warm associatedcont articl global climat chang global warm,Yes,0.5247
2588,wednesday liber climat chang,Yes,1.0
6058,lowdown climat chang seri question,Yes,0.6385
1032,california global warm money campaign delay,Neutral,1.0
3286,freak weather event caus massiv disrupt convinc congress climat chang problem ifxtg,No,0.6671
2602,senat compromis creat bipartisan climat chang,Yes,1.0
2839,form climat chang agenc oregon local oregonl retwt,Yes,0.6974
427,member motorola work solut address climat chang challeng,Yes,1.0
5595,hibern woken earli global warm april natur conserv divis forestri oohja xasf,Yes,0.6723
625,latest weapon global warm fight green cement fiona macleod ruairi creaney scienti,Yes,1.0
4403,scienc scandal come climat chang movement tinyurl,Neutral,0.6683
5743,read krugman enlighten articl econom mitig global climat chang tinyurl,Yes,1.0
2043,podcast recycl water global warm peanut grape,Yes,1.0
2022,california global warm money campaign delay,No,0.39799999999999996
5881,angel cover volcano answer climat chang question losangel cityandpress,Neutral,0.6217
2317,happyearthday world peopl confer climat chang right mother earth pwccc wordpress,Yes,1.0
31,global warm caus fungu fortun global warm,No,0.8197
325,switch renew energi climat scientist warn global warm acceler,Yes,1.0
4764,climat chang skeptic discredit,Yes,0.6609
4421,green toolsh archiv global warm alarmist compliment,Yes,0.5067
3598,month global warm mean aeticg drudg,Neutral,0.6543
3047,insist scienc behind climat chang remain valid telegraph retwt,Yes,0.6494
3347,hanniti storm contradict hyster global warm theori,No,1.0
5832,matthew urg jame cameron trash danger global warm denier geoffrey dicken archiv,Yes,1.0
5880,warm global warm kiddo florida think newyork wait,Yes,0.6815
1733,graham climat chang limbo climat chang schedul unveil cwhczx,Yes,0.6459999999999999
680,polit suggest watch motorsport lectur imaginari global warm nascar,No,1.0
4588,india unit climat chang talk hzsmh,Neutral,0.6528
4131,photo brooklynmutt snow global warm intellectu finest tumblr,Yes,1.0
3666,histor storm washington third explain snow heavili global warm immin,Yes,0.3638
3081,fossil debunk denier global warm,Yes,1.0
1264,cochabamba those alrdi suffer global warm havechancetospeakout bwrfq cmpcc,Yes,1.0
3827,overal pretti orderli target consid global warm head,Yes,0.6824
4191,winter proof sens humor expens climat chang worship myloc,No,1.0
4222,nevadan skeptic global warm vega statewid show percent nevadan oohja,Neutral,1.0
861,senat prepar compromis climat chang yahoo,Neutral,0.8087
1789,video larri brilliant volcano climat chang bo bo awyznd,Yes,0.6258
135,contribut organ agricultur climat chang mitig,Neutral,0.621
260,either capit mother earth moral claim peopl world confer climat chang,Yes,0.8205
4410,great global warm collaps globe,No,0.6817
4470,predict philli whack airport close sunday global warm,No,0.6646
1106,place befor disappear europ global warm predict prove adugl,Yes,1.0
839,geoengin chang climat convers,Neutral,0.8231
4791,propos climat chang servic,Neutral,0.6297
2591,drspencer illus sensit climat system global warm climat chang civrt,No,0.7015
3756,global warm scienc sound climateg problem,Yes,0.6917
5652,beaherotoday energi global warm april debut gearless energi storag devic bpwjmc,Neutral,1.0
333,coalit tire wait fight climat chang ground level,Yes,0.8731
1308,global warm impact wheat product india ludhiana scarciti water seriou oohja,Yes,0.9231
904,lean global warm famin nuclear annihil threat human danger doubl,Yes,0.4873
3412,obama appoint director global warm agenc would emin qualifi blow teleprompt,Yes,0.6919
3623,climat chang planet earth learnthebibleca duugel,Neutral,0.7509
2234,erupt volcano yield climat chang clue,Neutral,0.6629
4499,make sens think agre priu disast prove global warm exist,No,1.0
4264,realli sincer deadli effect global warm instant solut earth,Yes,1.0
4824,global warm global cool whatev effect econom indic deliveri washington,No,0.6161
4867,commentari climat chang remad ground upward intellpuk commentari oohja,Yes,0.6377
2804,spend money move heat polar bear coast would cheaper fund global warm,No,1.0
5007,global warm suspend weather,No,0.8369
4522,famili global warm,Yes,1.0
4355,invent internet alreadi move global warm,No,0.6336
5197,predict futur climat chang sediment energi green,Yes,1.0
4640,claim disprov global warm strap claim gopfail,Yes,1.0
2936,olymp organis desper climat chang retwt,Yes,0.6708
752,logic report lindsey graham climat chang polidick,Neutral,1.0
2709,religi climat chang,Neutral,0.5985
2416,climat blame system global warm climat chang amjkbb,Neutral,1.0
5099,global warm dxiafb studi arctic global economi trillion,Yes,0.6858
3471,canela spokesperson bolivian presid climat chang cochabamba bzlvm cmpcc,Neutral,1.0
484,issu report climat chang indic warm measur effect across ecosystem,Yes,1.0
2775,complet thing caus global warm retwt,No,0.6875
2067,governor christi million global warm brylo,Neutral,0.6699
197,report allergi season wors climat chang,Yes,0.8170000000000001
3400,senat famili build igloo global warm,Neutral,0.6756
2790,senat global warm hear cancel drudg dyawzc ironi,No,0.5165
5465,minist climat chang energi elect debat polit retwt,Neutral,0.6815
4408,doesn believ evolut deni climat chang think africa countri palin presid,Yes,0.7063
5121,posit proof global warm tweetphoto,Yes,1.0
2596,vancouv polici maker global poverti climat chang activist ottawa april,Yes,0.6765
281,cynthia bateman monday anim agricultur make global warm wors,Yes,1.0
4342,earth polar sheet vulner moder global warm orlean southern,Yes,1.0
575,volcan thing block lessen travel global warm,Yes,1.0
2202,kevin grandia win webbi climat chang three climat chang campaign presti,Neutral,0.6524
5579,photojourn world peopl confer climat chang right mother retwt,Yes,0.6877
5262,resili climat chang western kenya humanitarian retwt,Yes,1.0
3107,foundri blizzard proof global warm alkbn snoma snoverit snomg snotori,Yes,0.6934
4019,youtub thoma sowel global warm manufactur intellectu mjlot caus global warm,No,1.0
5361,immigr decis endang climat chang file senat hous democrat republican barack,Yes,1.0
588,scienc scientist explor evolut climat chang,Yes,0.8037
3171,ekwir senat offer legisl address climat chang,Neutral,0.6803
4095,global warm skeptic archiv state scientist mail,No,0.7079
2196,racism drug longer problem appar show preach global warm,Neutral,0.6612
5308,elect parti battl climat chang retwt,Neutral,1.0
5715,iceland chosen curiou fight global warm,Yes,0.6387
209,first step greener live seem daunt climat chang carbon credit mention biofuel,Yes,0.6015
79,awar world peopl confer climat chang earth right bolivia earthweek indigen stnation,Neutral,0.8017
5227,miss affect futur climat chang current observ tool account roughli,Yes,1.0
